,ward code,Obesity Prevalence
0,E05000026,0.27517810326370007
1,E05000027,0.27517810326370007
2,E05000028,0.357209302
3,E05000029,0.27517810326370007
4,E05000030,0.27517810326370007
5,E05000031,0.27517810326370007
6,E05000032,0.27517810326370007
7,E05000033,0.27517810326370007
8,E05000034,0.337674419
9,E05000035,0.27517810326370007
10,E05000036,0.27517810326370007
11,E05000037,0.27517810326370007
12,E05000038,0.27517810326370007
13,E05000039,0.27517810326370007
14,E05000040,0.27517810326370007
15,E05000041,0.27517810326370007
16,E05000042,0.27517810326370007
17,E05000043,0.27517810326370007
18,E05000044,0.27517810326370007
19,E05000045,0.27517810326370007
20,E05000046,0.27517810326370007
21,E05000047,0.27517810326370007
22,E05000048,0.27517810326370007
23,E05000049,0.27517810326370007
24,E05000050,0.27517810326370007
25,E05000051,0.27517810326370007
26,E05000052,0.27517810326370007
27,E05000053,0.27517810326370007
28,E05000054,0.27517810326370007
29,E05000055,0.27517810326370007
30,E05000056,0.27517810326370007
31,E05000057,0.27517810326370007
32,E05000058,0.27517810326370007
33,E05000059,0.27517810326370007
34,E05000060,0.27517810326370007
35,E05000061,0.30790697699999997
36,E05000062,0.27517810326370007
37,E05000063,0.27517810326370007
38,E05000064,0.497209302
39,E05000065,0.27517810326370007
40,E05000066,0.27517810326370007
41,E05000067,0.27517810326370007
42,E05000068,0.27517810326370007
43,E05000069,0.38
44,E05000070,0.27517810326370007
45,E05000071,0.27517810326370007
46,E05000072,0.27517810326370007
47,E05000073,0.27517810326370007
48,E05000074,0.27517810326370007
49,E05000075,0.27517810326370007
50,E05000076,0.27517810326370007
51,E05000077,0.27517810326370007
52,E05000078,0.27517810326370007
53,E05000079,0.27517810326370007
54,E05000080,0.27517810326370007
55,E05000081,0.27517810326370007
56,E05000082,0.27517810326370007
57,E05000083,0.27517810326370007
58,E05000084,0.27517810326370007
59,E05000085,0.27517810326370007
60,E05000086,0.27517810326370007
61,E05000087,0.239069767
62,E05000088,0.368837209
63,E05000089,0.27517810326370007
64,E05000090,0.27517810326370007
65,E05000091,0.27517810326370007
66,E05000092,0.27517810326370007
67,E05000093,0.27517810326370007
68,E05000094,0.27517810326370007
69,E05000095,0.27517810326370007
70,E05000096,0.27517810326370007
71,E05000097,0.27517810326370007
72,E05000098,0.27517810326370007
73,E05000099,0.27517810326370007
74,E05000100,0.27517810326370007
75,E05000101,0.27517810326370007
76,E05000102,0.27517810326370007
77,E05000103,0.27517810326370007
78,E05000104,0.27517810326370007
79,E05000105,0.27517810326370007
80,E05000106,0.27517810326370007
81,E05000107,0.27517810326370007
82,E05000108,0.27517810326370007
83,E05000109,0.27517810326370007
84,E05000110,0.27517810326370007
85,E05000111,0.27517810326370007
86,E05000112,0.27517810326370007
87,E05000113,0.27517810326370007
88,E05000114,0.27517810326370007
89,E05000115,0.27517810326370007
90,E05000116,0.27517810326370007
91,E05000117,0.27517810326370007
92,E05000118,0.27517810326370007
93,E05000119,0.27517810326370007
94,E05000120,0.27517810326370007
95,E05000121,0.27517810326370007
96,E05000122,0.27517810326370007
97,E05000123,0.27517810326370007
98,E05000124,0.27517810326370007
99,E05000125,0.348372093
100,E05000126,0.27517810326370007
101,E05000127,0.27517810326370007
102,E05000128,0.27517810326370007
103,E05000129,0.16465116300000002
104,E05000130,0.155813953
105,E05000131,0.27517810326370007
106,E05000132,0.27517810326370007
107,E05000133,0.27517810326370007
108,E05000134,0.27517810326370007
109,E05000135,0.27517810326370007
110,E05000136,0.27517810326370007
111,E05000137,0.31255814
112,E05000138,0.22465116300000001
113,E05000139,0.27517810326370007
114,E05000140,0.27517810326370007
115,E05000141,0.27517810326370007
116,E05000142,0.27517810326370007
117,E05000143,0.27517810326370007
118,E05000144,0.27517810326370007
119,E05000145,0.27517810326370007
120,E05000146,0.27517810326370007
121,E05000147,0.27517810326370007
122,E05000148,0.27517810326370007
123,E05000149,0.27517810326370007
124,E05000150,0.27517810326370007
125,E05000151,0.27517810326370007
126,E05000152,0.333953488
127,E05000153,0.271627907
128,E05000154,0.568837209
129,E05000155,0.27517810326370007
130,E05000156,0.27517810326370007
131,E05000157,0.27517810326370007
132,E05000158,0.27517810326370007
133,E05000159,0.27517810326370007
134,E05000160,0.27517810326370007
135,E05000161,0.5060465120000001
136,E05000162,0.27517810326370007
137,E05000163,0.27517810326370007
138,E05000164,0.27517810326370007
139,E05000165,0.27517810326370007
140,E05000166,0.27517810326370007
141,E05000167,0.27517810326370007
142,E05000168,0.27517810326370007
143,E05000169,0.27517810326370007
144,E05000170,0.27517810326370007
145,E05000171,0.27517810326370007
146,E05000172,0.27517810326370007
147,E05000173,0.27517810326370007
148,E05000174,0.27517810326370007
149,E05000175,0.27517810326370007
150,E05000176,0.27517810326370007
151,E05000177,0.27517810326370007
152,E05000178,0.27517810326370007
153,E05000179,0.27517810326370007
