year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2010,0.24302634085076288,0.2430263424690186,2.640650834879558e-15
2008-2010,0.18751712501762988,0.18751717350017083,2.489300554599634e-15
2008-2010,0.6850463942629386,0.6850466573978625,7.268671511310471e-14
