year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2016,0.2322120184164585,0.23221214356581998,1.2263595467596196e-14
2008-2016,0.1828517525327977,0.18285199635304775,1.9621063550378983e-14
2008-2016,0.6812709290004281,0.6812716212412395,1.616480375208062e-13
