year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2017,0.22882066150853153,0.22882085805377078,1.2072429933068087e-14
2008-2017,0.1761779183417017,0.17617817457843327,2.530305978071261e-14
2008-2017,0.6708828093432746,0.6708838653962823,3.5353644931415983e-13
