year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2011,0.23289066165049022,0.23289082917259996,1.2793560976791442e-14
2008-2011,0.18053668360576874,0.18053684304438247,1.9908501527805408e-14
2008-2011,0.6440075743430033,0.6440082275062953,3.360544687403261e-13
