year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2013,0.25835448199298255,0.25835461478167354,5.899611028578097e-15
2008-2013,0.20738530488334372,0.20738560900458128,2.5677854524533365e-14
2008-2013,0.9633880459531169,0.9633893708141095,5.34800178952465e-13
