year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2014,0.2408038562436187,0.2408041740490427,4.9561335453953276e-14
2008-2014,0.18902217185322626,0.1890223998409925,5.1068940263589735e-14
2008-2014,0.7776098446379557,0.7776105846596836,4.187044544438664e-13
