year,county,cause,sex,age_code,N
89,0101,22,2,20,1
89,0101,22,1,20,1
89,0101,22,2,21,1
89,0101,22,1,21,1
89,0101,22,1,22,1
89,0101,22,1,23,1
89,0101,23,1,20,1
89,0101,23,1,22,1
89,0101,23,1,23,1
89,0101,23,2,23,1
89,0101,24,2,19,1
89,0101,25,2,14,1
89,0101,25,1,14,1
89,0101,25,1,15,2
89,0101,25,1,16,2
89,0101,25,2,16,2
89,0101,25,2,18,2
89,0101,25,1,18,3
89,0101,25,2,19,1
89,0101,25,1,19,2
89,0101,25,1,20,2
89,0101,25,2,20,1
89,0101,25,1,21,4
89,0101,26,1,17,1
89,0101,26,2,18,1
89,0101,26,1,18,1
89,0101,26,2,19,5
89,0101,26,1,19,3
89,0101,26,2,20,4
89,0101,26,1,20,4
89,0101,26,2,21,1
89,0101,26,1,21,1
89,0101,26,2,22,2
89,0101,26,1,22,2
89,0101,26,1,23,1
89,0101,26,2,23,4
89,0101,26,1,24,1
89,0101,30,1,01,1
89,0101,30,2,01,1
89,0101,30,2,02,1
89,0101,30,1,02,1
89,0101,31,1,01,2
89,0101,31,1,02,1
89,0101,32,2,07,1
89,0101,32,2,08,1
89,0101,32,1,09,5
89,0101,32,2,09,1
89,0101,32,1,10,4
89,0101,32,1,11,3
89,0101,32,2,12,1
89,0101,32,1,13,2
89,0101,32,1,14,2
89,0101,32,2,14,4
89,0101,32,2,15,1
89,0101,32,1,15,1
89,0101,32,1,16,2
89,0101,32,2,18,1
89,0101,32,1,18,1
89,0101,32,1,19,1
89,0101,32,2,19,1
89,0101,32,2,20,1
89,0101,32,1,21,2
89,0101,32,2,21,2
89,0101,32,1,22,1
89,0101,32,1,23,1
89,0101,33,2,09,1
89,0101,33,2,11,1
89,0101,33,1,12,1
89,0101,33,1,14,2
89,0101,33,1,16,1
89,0101,33,2,16,2
89,0101,33,1,17,1
89,0101,33,2,17,1
89,0101,33,1,18,1
89,0101,33,2,18,1
89,0101,33,1,19,2
89,0101,34,1,13,1
89,0101,35,1,02,3
89,0101,35,2,02,2
89,0101,35,2,09,2
89,0101,35,1,09,1
89,0101,35,1,11,2
89,0101,35,2,12,4
89,0101,35,1,13,4
89,0101,35,1,14,1
89,0101,35,2,14,2
89,0101,35,2,15,2
89,0101,35,1,15,4
89,0101,35,2,16,1
89,0101,35,1,16,4
89,0101,35,1,17,3
89,0101,35,2,17,1
89,0101,35,1,18,8
89,0101,35,2,18,3
89,0101,35,1,19,8
89,0101,35,2,19,7
89,0101,35,1,20,8
89,0101,35,2,20,6
89,0101,35,1,21,10
89,0101,35,2,21,12
89,0101,35,2,22,16
89,0101,35,1,22,13
89,0101,35,2,23,15
89,0101,35,1,23,11
89,0101,35,2,24,7
89,0101,35,1,24,4
89,0101,35,2,25,4
89,0101,35,1,25,1
89,0101,35,2,26,1
89,0102,02,1,12,1
89,0102,02,1,15,1
89,0102,02,1,19,1
89,0102,02,2,20,1
89,0102,02,1,21,4
89,0102,02,2,21,2
89,0102,02,1,22,4
89,0102,02,1,23,1
89,0102,02,2,23,1
89,0102,02,1,24,2
89,0102,06,2,19,1
89,0102,06,1,20,1
89,0102,06,1,21,3
89,0102,06,1,22,2
89,0102,06,1,23,1
89,0102,06,2,24,1
89,0102,10,1,02,1
89,0102,10,1,09,3
89,0102,10,2,09,1
89,0102,10,1,10,3
89,0102,10,2,11,2
89,0102,10,1,12,3
89,0102,10,2,12,2
89,0102,10,1,13,1
89,0102,10,2,13,5
89,0102,10,2,14,4
89,0102,10,1,14,5
89,0102,10,1,15,9
89,0102,10,2,15,9
89,0102,10,1,16,10
89,0102,10,2,16,9
89,0102,10,2,17,6
89,0102,10,1,17,15
89,0102,10,1,18,14
89,0102,10,2,18,21
89,0102,10,2,19,12
89,0102,10,1,19,28
89,0102,10,1,20,25
89,0102,10,2,20,28
89,0102,10,2,21,25
89,0102,10,1,21,56
89,0102,10,2,22,16
89,0102,10,1,22,48
89,0102,10,2,23,10
89,0102,10,1,23,23
89,0102,10,1,24,5
89,0102,10,2,24,5
89,0102,10,2,25,1
89,0102,10,1,25,3
89,0102,10,2,26,1
89,0102,11,1,14,1
89,0102,11,1,15,2
89,0102,11,2,16,2
89,0102,11,2,17,1
89,0102,11,1,17,2
89,0102,11,2,18,5
89,0102,11,1,18,4
89,0102,11,2,19,5
89,0102,11,1,19,4
89,0102,11,1,20,9
89,0102,11,2,20,9
89,0102,11,2,21,11
89,0102,11,1,21,12
89,0102,11,1,22,10
89,0102,11,2,22,12
89,0102,11,2,23,5
89,0102,11,1,23,8
89,0102,11,2,24,6
89,0102,11,1,24,2
89,0102,11,2,25,1
89,0102,11,1,26,1
89,0102,13,2,24,1
89,0102,14,1,13,1
89,0102,14,2,23,1
89,0102,14,2,24,1
89,0102,15,1,12,1
89,0102,16,2,13,1
89,0102,16,1,13,2
89,0102,16,1,14,5
89,0102,16,1,15,6
89,0102,16,2,16,1
89,0102,16,1,16,3
89,0102,16,2,17,2
89,0102,16,1,17,4
89,0102,16,2,18,4
89,0102,16,1,18,8
89,0102,16,1,19,8
89,0102,16,2,19,4
89,0102,16,2,20,7
89,0102,16,1,20,10
89,0102,16,2,21,6
89,0102,16,1,21,19
89,0102,16,2,22,7
89,0102,16,1,22,18
89,0102,16,2,23,6
89,0102,16,1,23,8
89,0102,16,2,24,9
89,0102,16,1,24,9
89,0102,16,2,25,4
89,0102,17,1,15,1
89,0102,17,2,17,1
89,0102,17,2,19,1
89,0102,17,1,19,2
89,0102,17,1,20,1
89,0102,17,1,21,6
89,0102,17,2,22,2
89,0102,17,1,22,3
89,0102,17,1,23,2
89,0102,17,2,23,4
89,0102,17,2,24,1
89,0102,17,1,24,2
89,0102,18,2,12,1
89,0102,18,1,12,1
89,0102,18,1,13,1
89,0102,18,2,14,1
89,0102,18,1,14,1
89,0102,18,1,15,1
89,0102,18,2,16,2
89,0102,18,2,17,1
89,0102,18,1,17,4
89,0102,18,2,18,2
89,0102,18,1,18,6
89,0102,18,2,19,2
89,0102,18,1,19,2
89,0102,18,2,20,8
89,0102,18,1,20,15
89,0102,18,2,21,12
89,0102,18,1,21,21
89,0102,18,2,22,18
89,0102,18,1,22,11
89,0102,18,2,23,24
89,0102,18,1,23,9
89,0102,18,2,24,4
89,0102,18,1,24,3
89,0102,18,2,25,6
89,0102,18,1,25,1
89,0102,19,2,21,1
89,0102,20,1,15,1
89,0102,20,1,17,1
89,0102,20,1,19,1
89,0102,20,2,20,2
89,0102,20,1,20,3
89,0102,20,2,21,1
89,0102,20,1,21,6
89,0102,20,1,22,3
89,0102,20,2,22,5
89,0102,20,2,23,4
89,0102,20,1,23,4
89,0102,20,2,24,1
89,0102,20,2,25,2
89,0102,20,1,25,1
89,0102,22,1,16,1
89,0102,22,1,19,1
89,0102,22,1,20,1
89,0102,22,2,21,2
89,0102,22,1,21,3
89,0102,22,2,22,1
89,0102,22,1,22,2
89,0102,22,2,23,1
89,0102,22,1,23,1
89,0102,22,2,24,2
89,0102,23,2,21,3
89,0102,23,1,21,3
89,0102,23,2,22,1
89,0102,23,1,22,5
89,0102,23,2,23,3
89,0102,23,1,23,1
89,0102,23,1,24,1
89,0102,25,2,10,1
89,0102,25,1,13,2
89,0102,25,2,15,1
89,0102,25,1,15,2
89,0102,25,2,16,1
89,0102,25,1,16,2
89,0102,25,2,17,1
89,0102,25,1,17,4
89,0102,25,2,18,1
89,0102,25,1,18,1
89,0102,25,2,19,2
89,0102,25,1,19,2
89,0102,25,2,20,6
89,0102,25,1,20,7
89,0102,25,2,21,2
89,0102,25,2,22,1
89,0102,25,2,24,1
89,0102,25,1,24,1
89,0102,26,1,14,1
89,0102,26,2,17,1
89,0102,26,2,18,1
89,0102,26,1,18,1
89,0102,26,2,19,2
89,0102,26,1,19,2
89,0102,26,2,20,1
89,0102,26,1,20,3
89,0102,26,2,21,7
89,0102,26,1,21,5
89,0102,26,2,22,7
89,0102,26,1,22,4
89,0102,26,2,23,7
89,0102,26,1,23,7
89,0102,26,2,24,2
89,0102,26,1,24,3
89,0102,30,2,01,2
89,0102,30,1,01,2
89,0102,30,2,02,2
89,0102,31,2,01,4
89,0102,31,1,01,2
89,0102,31,1,02,2
89,0102,32,1,01,1
89,0102,32,2,02,1
89,0102,32,1,09,2
89,0102,32,2,10,3
89,0102,32,1,10,2
89,0102,32,2,11,1
89,0102,32,1,11,3
89,0102,32,2,12,1
89,0102,32,1,12,1
89,0102,32,2,13,2
89,0102,32,1,13,3
89,0102,32,1,14,3
89,0102,32,2,15,2
89,0102,32,1,15,4
89,0102,32,2,16,1
89,0102,32,1,16,2
89,0102,32,2,17,1
89,0102,32,1,17,1
89,0102,32,1,18,2
89,0102,32,2,18,1
89,0102,32,1,19,3
89,0102,32,2,19,2
89,0102,32,1,20,4
89,0102,32,2,21,3
89,0102,32,1,21,2
89,0102,32,2,22,2
89,0102,32,1,22,3
89,0102,32,2,23,3
89,0102,32,1,23,1
89,0102,32,2,24,1
89,0102,32,1,24,1
89,0102,33,2,12,2
89,0102,33,1,13,1
89,0102,33,2,13,1
89,0102,33,1,14,3
89,0102,33,1,16,1
89,0102,33,2,17,2
89,0102,33,1,18,1
89,0102,33,2,19,1
89,0102,33,1,20,1
89,0102,33,2,20,1
89,0102,33,1,21,4
89,0102,33,1,22,1
89,0102,33,2,22,1
89,0102,33,2,23,1
89,0102,34,2,10,1
89,0102,34,1,14,1
89,0102,34,1,15,1
89,0102,35,2,03,1
89,0102,35,2,07,1
89,0102,35,2,09,1
89,0102,35,1,11,3
89,0102,35,2,11,1
89,0102,35,1,12,2
89,0102,35,2,12,1
89,0102,35,1,13,2
89,0102,35,2,13,1
89,0102,35,2,14,3
89,0102,35,1,14,5
89,0102,35,2,15,1
89,0102,35,1,15,3
89,0102,35,2,16,3
89,0102,35,1,16,3
89,0102,35,2,17,3
89,0102,35,1,17,2
89,0102,35,1,18,5
89,0102,35,2,18,2
89,0102,35,1,19,12
89,0102,35,2,19,2
89,0102,35,1,20,22
89,0102,35,2,20,8
89,0102,35,2,21,17
89,0102,35,1,21,30
89,0102,35,1,22,30
89,0102,35,2,22,28
89,0102,35,2,23,34
89,0102,35,1,23,36
89,0102,35,2,24,13
89,0102,35,1,24,10
89,0102,35,1,25,3
89,0102,35,2,25,9
89,0102,35,2,26,4
89,0109,02,1,18,1
89,0109,02,1,19,1
89,0109,02,2,19,1
89,0109,02,1,20,2
89,0109,02,2,23,1
89,0109,02,1,23,1
89,0109,02,1,24,1
89,0109,06,1,15,1
89,0109,06,1,19,2
89,0109,06,2,24,1
89,0109,10,1,08,1
89,0109,10,2,09,1
89,0109,10,1,11,1
89,0109,10,1,12,1
89,0109,10,2,13,3
89,0109,10,1,13,3
89,0109,10,2,14,1
89,0109,10,1,14,4
89,0109,10,2,15,3
89,0109,10,1,15,5
89,0109,10,2,16,1
89,0109,10,1,16,11
89,0109,10,2,17,5
89,0109,10,1,17,12
89,0109,10,2,18,7
89,0109,10,1,18,17
89,0109,10,2,19,9
89,0109,10,1,19,22
89,0109,10,2,20,13
89,0109,10,1,20,20
89,0109,10,2,21,9
89,0109,10,1,21,11
89,0109,10,2,22,12
89,0109,10,1,22,14
89,0109,10,2,23,6
89,0109,10,1,23,6
89,0109,10,2,24,1
89,0109,10,1,24,1
89,0109,10,1,25,1
89,0109,11,1,12,1
89,0109,11,2,14,1
89,0109,11,1,14,1
89,0109,11,2,15,1
89,0109,11,1,15,2
89,0109,11,1,16,3
89,0109,11,1,17,2
89,0109,11,2,17,1
89,0109,11,2,18,2
89,0109,11,1,18,2
89,0109,11,2,19,1
89,0109,11,1,19,5
89,0109,11,2,20,5
89,0109,11,1,20,7
89,0109,11,2,21,4
89,0109,11,1,21,11
89,0109,11,2,22,4
89,0109,11,1,22,5
89,0109,11,2,23,8
89,0109,11,1,23,3
89,0109,14,2,23,1
89,0109,15,1,21,1
89,0109,15,2,23,1
89,0109,16,2,10,1
89,0109,16,1,13,1
89,0109,16,1,14,1
89,0109,16,2,16,1
89,0109,16,1,16,2
89,0109,16,2,18,1
89,0109,16,1,18,3
89,0109,16,2,19,1
89,0109,16,1,19,4
89,0109,16,2,20,3
89,0109,16,1,20,6
89,0109,16,2,21,4
89,0109,16,1,21,12
89,0109,16,1,22,10
89,0109,16,2,22,7
89,0109,16,2,23,5
89,0109,16,1,23,2
89,0109,16,2,24,2
89,0109,16,1,24,1
89,0109,16,1,25,1
89,0109,17,1,15,2
89,0109,17,2,18,1
89,0109,17,1,18,2
89,0109,17,2,19,2
89,0109,17,1,19,1
89,0109,17,1,20,2
89,0109,17,2,21,1
89,0109,18,1,13,2
89,0109,18,1,14,1
89,0109,18,2,15,2
89,0109,18,1,15,6
89,0109,18,2,17,2
89,0109,18,1,17,5
89,0109,18,2,18,2
89,0109,18,1,18,5
89,0109,18,2,19,2
89,0109,18,1,19,9
89,0109,18,2,20,4
89,0109,18,1,20,10
89,0109,18,2,21,1
89,0109,18,1,21,13
89,0109,18,2,22,7
89,0109,18,1,22,9
89,0109,18,2,23,7
89,0109,18,1,23,4
89,0109,18,2,24,6
89,0109,18,1,24,2
89,0109,18,2,25,1
89,0109,18,1,25,1
89,0109,19,2,25,1
89,0109,20,2,14,1
89,0109,20,2,15,1
89,0109,20,2,17,1
89,0109,20,1,20,3
89,0109,20,2,21,2
89,0109,20,1,21,2
89,0109,20,2,22,2
89,0109,20,1,22,2
89,0109,20,2,23,4
89,0109,20,1,23,1
89,0109,20,2,24,3
89,0109,20,1,24,1
89,0109,20,2,26,1
89,0109,22,1,16,1
89,0109,22,1,21,1
89,0109,22,1,22,1
89,0109,23,1,18,1
89,0109,23,1,19,1
89,0109,23,2,21,1
89,0109,23,1,21,1
89,0109,25,1,14,4
89,0109,25,1,15,3
89,0109,25,1,16,2
89,0109,25,1,17,1
89,0109,25,2,17,1
89,0109,25,2,18,2
89,0109,25,1,18,3
89,0109,25,2,19,1
89,0109,25,1,19,2
89,0109,25,2,20,1
89,0109,25,1,20,1
89,0109,25,2,21,2
89,0109,25,1,21,1
89,0109,25,2,24,1
89,0109,26,1,13,1
89,0109,26,1,14,1
89,0109,26,1,16,1
89,0109,26,1,17,1
89,0109,26,2,18,1
89,0109,26,1,18,2
89,0109,26,1,19,1
89,0109,26,2,20,3
89,0109,26,1,20,2
89,0109,26,2,21,2
89,0109,26,1,21,2
89,0109,26,2,22,1
89,0109,26,1,22,3
89,0109,26,2,23,2
89,0109,26,1,23,2
89,0109,26,2,25,1
89,0109,30,1,02,1
89,0109,30,1,04,1
89,0109,30,2,07,1
89,0109,31,1,01,2
89,0109,32,2,03,1
89,0109,32,1,07,1
89,0109,32,1,08,1
89,0109,32,1,09,3
89,0109,32,2,10,1
89,0109,32,1,10,3
89,0109,32,1,11,2
89,0109,32,2,12,1
89,0109,32,1,12,2
89,0109,32,1,13,2
89,0109,32,2,14,1
89,0109,32,2,15,1
89,0109,32,1,15,2
89,0109,32,1,16,3
89,0109,32,2,17,1
89,0109,32,1,17,1
89,0109,32,2,19,1
89,0109,32,1,19,2
89,0109,32,2,20,1
89,0109,32,1,21,3
89,0109,32,2,22,2
89,0109,32,2,23,2
89,0109,33,1,09,1
89,0109,33,1,12,2
89,0109,33,2,14,1
89,0109,33,1,15,1
89,0109,33,1,16,2
89,0109,33,2,18,1
89,0109,33,1,19,1
89,0109,33,1,21,1
89,0109,33,1,22,1
89,0109,33,1,23,2
89,0109,35,2,02,1
89,0109,35,1,02,1
89,0109,35,2,04,1
89,0109,35,2,07,1
89,0109,35,1,09,1
89,0109,35,2,10,1
89,0109,35,1,11,2
89,0109,35,2,12,1
89,0109,35,1,12,1
89,0109,35,1,13,1
89,0109,35,1,14,3
89,0109,35,2,15,1
89,0109,35,1,15,5
89,0109,35,1,16,3
89,0109,35,2,17,1
89,0109,35,1,17,5
89,0109,35,2,18,3
89,0109,35,1,18,3
89,0109,35,2,19,6
89,0109,35,1,19,5
89,0109,35,2,20,3
89,0109,35,1,20,13
89,0109,35,2,21,6
89,0109,35,1,21,11
89,0109,35,2,22,13
89,0109,35,1,22,13
89,0109,35,2,23,13
89,0109,35,1,23,10
89,0109,35,2,24,9
89,0109,35,1,24,2
89,0109,35,2,25,4
89,0109,35,2,26,1
89,0110,02,1,19,1
89,0110,02,2,21,1
89,0110,02,1,21,2
89,0110,02,2,22,2
89,0110,02,1,22,3
89,0110,02,1,23,1
89,0110,06,1,08,1
89,0110,06,2,12,1
89,0110,06,1,20,1
89,0110,06,2,21,2
89,0110,06,1,21,1
89,0110,06,1,22,1
89,0110,06,2,23,3
89,0110,10,1,06,1
89,0110,10,1,07,1
89,0110,10,2,11,1
89,0110,10,1,11,1
89,0110,10,2,12,3
89,0110,10,1,12,2
89,0110,10,2,13,4
89,0110,10,1,13,3
89,0110,10,2,14,5
89,0110,10,1,14,6
89,0110,10,2,15,10
89,0110,10,1,15,11
89,0110,10,2,16,11
89,0110,10,1,16,11
89,0110,10,2,17,11
89,0110,10,1,17,15
89,0110,10,2,18,12
89,0110,10,1,18,16
89,0110,10,2,19,12
89,0110,10,1,19,25
89,0110,10,2,20,14
89,0110,10,1,20,38
89,0110,10,2,21,13
89,0110,10,1,21,36
89,0110,10,2,22,15
89,0110,10,1,22,26
89,0110,10,2,23,7
89,0110,10,1,23,6
89,0110,10,2,24,4
89,0110,10,1,24,4
89,0110,10,2,25,1
89,0110,11,1,13,1
89,0110,11,1,15,3
89,0110,11,1,16,1
89,0110,11,2,17,2
89,0110,11,1,17,2
89,0110,11,2,18,4
89,0110,11,1,18,4
89,0110,11,2,19,1
89,0110,11,1,19,9
89,0110,11,2,20,16
89,0110,11,1,20,7
89,0110,11,2,21,12
89,0110,11,1,21,10
89,0110,11,2,22,4
89,0110,11,1,22,2
89,0110,11,2,23,3
89,0110,11,1,23,4
89,0110,11,2,24,1
89,0110,11,1,24,2
89,0110,14,2,14,1
89,0110,14,2,20,2
89,0110,14,1,21,1
89,0110,14,2,22,1
89,0110,14,1,22,1
89,0110,15,1,21,1
89,0110,16,2,09,1
89,0110,16,1,12,1
89,0110,16,1,13,1
89,0110,16,1,14,2
89,0110,16,1,15,4
89,0110,16,1,16,3
89,0110,16,1,17,1
89,0110,16,2,18,1
89,0110,16,1,18,2
89,0110,16,2,19,4
89,0110,16,1,19,6
89,0110,16,2,20,2
89,0110,16,1,20,11
89,0110,16,2,21,7
89,0110,16,1,21,8
89,0110,16,2,22,6
89,0110,16,1,22,11
89,0110,16,2,23,5
89,0110,16,1,23,6
89,0110,16,2,24,1
89,0110,16,1,24,3
89,0110,16,2,25,1
89,0110,16,1,25,1
89,0110,17,2,16,1
89,0110,17,2,19,1
89,0110,17,1,20,1
89,0110,17,2,21,2
89,0110,17,1,21,5
89,0110,17,2,22,1
89,0110,17,2,24,1
89,0110,17,1,24,1
89,0110,18,1,10,1
89,0110,18,1,13,2
89,0110,18,1,14,3
89,0110,18,2,16,3
89,0110,18,1,16,3
89,0110,18,2,17,2
89,0110,18,1,17,2
89,0110,18,2,18,2
89,0110,18,1,18,12
89,0110,18,2,19,7
89,0110,18,1,19,2
89,0110,18,2,20,4
89,0110,18,1,20,9
89,0110,18,2,21,8
89,0110,18,1,21,8
89,0110,18,2,22,4
89,0110,18,1,22,12
89,0110,18,2,23,7
89,0110,18,1,23,3
89,0110,18,2,24,4
89,0110,18,2,25,1
89,0110,20,2,02,1
89,0110,20,1,17,2
89,0110,20,1,19,1
89,0110,20,1,20,2
89,0110,20,2,22,1
89,0110,20,1,22,2
89,0110,20,2,23,4
89,0110,20,1,23,1
89,0110,20,2,24,1
89,0110,20,2,25,1
89,0110,20,1,25,1
89,0110,22,1,14,1
89,0110,22,1,15,2
89,0110,22,1,18,3
89,0110,22,2,19,1
89,0110,22,1,20,1
89,0110,22,1,21,2
89,0110,22,1,22,1
89,0110,22,2,23,1
89,0110,23,1,15,2
89,0110,23,1,18,1
89,0110,23,2,19,1
89,0110,23,1,20,2
89,0110,23,2,21,1
89,0110,23,1,21,2
89,0110,23,2,22,1
89,0110,23,1,22,1
89,0110,23,2,23,1
89,0110,23,1,23,1
89,0110,25,1,14,5
89,0110,25,1,15,4
89,0110,25,2,16,1
89,0110,25,1,16,2
89,0110,25,2,17,3
89,0110,25,1,17,1
89,0110,25,1,18,1
89,0110,25,2,19,1
89,0110,25,1,19,3
89,0110,25,2,20,1
89,0110,25,1,20,1
89,0110,25,1,21,1
89,0110,25,2,23,2
89,0110,25,1,23,1
89,0110,25,2,24,1
89,0110,26,2,14,1
89,0110,26,2,15,3
89,0110,26,1,15,1
89,0110,26,1,16,2
89,0110,26,2,17,1
89,0110,26,2,18,1
89,0110,26,1,18,3
89,0110,26,2,19,3
89,0110,26,1,19,1
89,0110,26,2,20,2
89,0110,26,1,20,3
89,0110,26,2,21,7
89,0110,26,1,21,3
89,0110,26,2,22,5
89,0110,26,1,22,2
89,0110,26,2,23,3
89,0110,26,1,23,6
89,0110,26,1,24,5
89,0110,27,1,22,1
89,0110,30,1,01,1
89,0110,30,1,02,2
89,0110,30,1,04,1
89,0110,31,2,01,4
89,0110,31,1,01,3
89,0110,32,2,03,1
89,0110,32,1,03,1
89,0110,32,1,04,1
89,0110,32,2,07,1
89,0110,32,1,07,1
89,0110,32,2,08,1
89,0110,32,2,09,2
89,0110,32,2,10,2
89,0110,32,1,10,2
89,0110,32,2,12,1
89,0110,32,1,12,1
89,0110,32,1,13,2
89,0110,32,2,13,1
89,0110,32,2,14,1
89,0110,32,1,14,1
89,0110,32,2,15,1
89,0110,32,1,15,3
89,0110,32,1,16,4
89,0110,32,2,16,1
89,0110,32,1,17,2
89,0110,32,2,17,1
89,0110,32,1,18,1
89,0110,32,1,19,4
89,0110,32,2,20,1
89,0110,32,1,20,1
89,0110,32,1,21,2
89,0110,32,1,22,1
89,0110,32,2,23,2
89,0110,32,1,23,2
89,0110,32,2,25,1
89,0110,33,1,12,1
89,0110,33,2,13,3
89,0110,33,2,14,2
89,0110,33,1,14,1
89,0110,33,2,15,2
89,0110,33,1,15,4
89,0110,33,2,16,1
89,0110,33,1,17,1
89,0110,33,1,18,1
89,0110,33,2,18,2
89,0110,33,2,19,1
89,0110,33,1,20,2
89,0110,33,2,21,1
89,0110,33,1,21,2
89,0110,33,2,26,1
89,0110,34,2,02,1
89,0110,34,1,09,1
89,0110,34,1,14,1
89,0110,34,2,17,1
89,0110,35,1,01,1
89,0110,35,2,02,1
89,0110,35,2,03,1
89,0110,35,2,05,1
89,0110,35,1,08,3
89,0110,35,2,09,1
89,0110,35,2,10,1
89,0110,35,1,10,2
89,0110,35,1,11,2
89,0110,35,2,11,1
89,0110,35,2,12,2
89,0110,35,1,12,2
89,0110,35,1,13,5
89,0110,35,2,13,1
89,0110,35,2,14,2
89,0110,35,1,14,5
89,0110,35,1,15,7
89,0110,35,2,15,4
89,0110,35,1,16,3
89,0110,35,2,16,2
89,0110,35,1,17,3
89,0110,35,2,17,1
89,0110,35,1,18,9
89,0110,35,2,18,4
89,0110,35,1,19,7
89,0110,35,2,19,3
89,0110,35,1,20,10
89,0110,35,2,20,10
89,0110,35,1,21,3
89,0110,35,2,21,5
89,0110,35,1,22,15
89,0110,35,2,22,10
89,0110,35,1,23,12
89,0110,35,2,23,12
89,0110,35,1,24,2
89,0110,35,2,24,8
89,0110,35,2,25,7
89,0111,02,1,14,1
89,0111,02,1,15,1
89,0111,02,1,17,1
89,0111,02,1,22,3
89,0111,02,1,23,1
89,0111,06,1,11,1
89,0111,06,1,19,1
89,0111,06,1,21,1
89,0111,06,2,22,1
89,0111,06,2,23,1
89,0111,06,1,23,1
89,0111,06,2,24,1
89,0111,10,1,05,1
89,0111,10,2,09,1
89,0111,10,2,11,1
89,0111,10,2,12,1
89,0111,10,1,12,3
89,0111,10,2,13,6
89,0111,10,1,13,4
89,0111,10,2,14,8
89,0111,10,1,14,3
89,0111,10,2,15,7
89,0111,10,1,15,22
89,0111,10,2,16,3
89,0111,10,1,16,9
89,0111,10,2,17,3
89,0111,10,1,17,17
89,0111,10,2,18,7
89,0111,10,1,18,12
89,0111,10,2,19,9
89,0111,10,1,19,21
89,0111,10,2,20,16
89,0111,10,1,20,34
89,0111,10,2,21,9
89,0111,10,1,21,27
89,0111,10,2,22,11
89,0111,10,1,22,21
89,0111,10,2,23,4
89,0111,10,1,23,7
89,0111,10,1,24,1
89,0111,10,1,26,1
89,0111,11,1,12,1
89,0111,11,2,14,1
