year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2008,0.2735158794736269,0.282437834010229,7.633742140221932e-05
2008-2008,0.21960289970512104,0.22966233498519992,6.087815377958155e-05
2008-2008,0.8217020874213822,0.8611869961749955,0.0016720284898110306
