year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2013,0.2305113579276299,0.2408482787823159,3.4267769654219455e-05
2008-2013,0.17204921386730074,0.17848283421701117,1.5501112282751767e-05
2008-2013,0.8020216584842109,0.8257838570451138,0.00039657049184395045
