year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2012,0.21633323316840203,0.22803926399393742,8.007325722454068e-05
2008-2012,0.15295029038870034,0.16240727722044132,3.494768542260579e-05
2008-2012,0.5697988275227459,0.6036884606387689,0.0005848963061087468
