year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2009,0.2528487957526567,0.26447778096333585,0.00011532500186526514
2008-2009,0.20006712226017154,0.2075322423636153,6.612719682369712e-05
2008-2009,0.732777768505601,0.7716680553405508,0.0014370054036426784
