year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2014,0.20579216398156497,0.21877390533272126,5.291694345889476e-05
2008-2014,0.14321545702294491,0.1535567922161895,3.077568837647367e-05
2008-2014,0.5908363059016676,0.6172464286246531,0.0002811377467791822
