year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var
2008-2010,0.23977116447363092,0.25101171026148067,9.140585432697132e-05
2008-2010,0.18050620639934678,0.18983065525095655,4.2970190419161765e-05
2008-2010,0.6618393317265419,0.6968261041208156,0.0009951317088720242
