,ward code,Obesity Prevalence
0,E05000026,0.3361661853404743
1,E05000027,0.2751092309690853
2,E05000028,0.357209302
3,E05000029,0.4203774317818498
4,E05000030,0.16216074925584772
5,E05000031,0.3978279464690078
6,E05000032,0.38081401702854023
7,E05000033,0.3519984091467884
8,E05000034,0.337674419
9,E05000035,0.10503807772096987
10,E05000036,0.3510872526206165
11,E05000037,0.10921617276081785
12,E05000038,0.29713106970281145
13,E05000039,0.1153527247835181
14,E05000040,0.3476392491302245
15,E05000041,0.10452577458933018
16,E05000042,0.123319306022652
17,E05000043,0.3979021360744028
18,E05000044,0.2056343734058694
19,E05000045,0.4008461400075071
20,E05000046,0.03674585661477907
21,E05000047,0.24473275751498752
22,E05000048,0.48678073244610703
23,E05000049,0.17370208739920237
24,E05000050,0.37474100324985254
25,E05000051,0.19176598999787012
26,E05000052,0.21832568476772646
27,E05000053,0.10510766330065184
28,E05000054,0.3054990580281204
29,E05000055,0.3359456698547467
30,E05000056,0.5006585213788821
31,E05000057,0.2094081231458222
32,E05000058,0.12426088757994408
33,E05000059,0.39905938748450304
34,E05000060,0.503933911724164
35,E05000061,0.30790697699999997
36,E05000062,0.35190660676205876
37,E05000063,0.35065029582608287
38,E05000064,0.497209302
39,E05000065,0.24351996827972067
40,E05000066,0.43734688099916635
41,E05000067,0.05298767953945956
42,E05000068,0.19870536689304652
43,E05000069,0.38
44,E05000070,0.3503441333595207
45,E05000071,0.36858381473299734
46,E05000072,0.2697396830280668
47,E05000073,0.11706364754331856
48,E05000074,0.09810102981079219
49,E05000075,0.33270957522627276
50,E05000076,0.22597681603227154
51,E05000077,0.05613546202954775
52,E05000078,0.4149084708397316
53,E05000079,0.4179484558102828
54,E05000080,0.2821954905611527
55,E05000081,0.09704440509557906
56,E05000082,0.2948830388694348
57,E05000083,0.21244666263439743
58,E05000084,0.45068693586479414
59,E05000085,0.20344637738951843
60,E05000086,0.21085474304811352
61,E05000087,0.239069767
62,E05000088,0.368837209
63,E05000089,0.2560435644316962
64,E05000090,0.05436755070473966
65,E05000091,0.2445228902379683
66,E05000092,0.07611895687030051
67,E05000093,0.21381109452753028
68,E05000094,0.37698218575067055
69,E05000095,0.09413240729322853
70,E05000096,0.27793469399385945
71,E05000097,0.40815056437904645
72,E05000098,0.20037877795991393
73,E05000099,0.2098637495891559
74,E05000100,0.23771066129215718
75,E05000101,0.313602212948073
76,E05000102,0.16933370288879904
77,E05000103,0.3797654645396718
78,E05000104,0.37703578939039123
79,E05000105,0.37087940046986967
80,E05000106,0.23888667215870538
81,E05000107,0.5220424458773925
82,E05000108,0.4080790989534627
83,E05000109,0.34707840932718304
84,E05000110,0.2947332089312729
