,ward code,Obesity Prevalence
0,E05000026,0.3322055210551475
1,E05000027,0.3113278934899711
2,E05000028,0.3490594398573431
3,E05000029,0.30868558181924477
4,E05000030,0.3080627095789216
5,E05000031,0.3084988498914056
6,E05000032,0.49588945938607853
7,E05000033,0.30973363597243836
8,E05000034,0.47072027102802555
9,E05000035,0.3121153213703911
10,E05000036,0.31009711950060004
11,E05000037,0.3616506210525307
12,E05000038,0.5206991563469766
13,E05000039,0.30995172608933536
14,E05000040,0.5449885987950792
15,E05000041,0.3103783252087132
16,E05000042,0.31146669988507464
17,E05000043,0.3093332252324646
18,E05000044,0.31042255802026764
19,E05000045,0.31720930199999997
20,E05000046,0.33662690594836253
21,E05000047,0.30863683789965274
22,E05000048,0.31131984934599255
23,E05000049,0.31103339398560553
24,E05000050,0.45989908095728643
25,E05000051,0.3008093468708512
26,E05000052,0.3104768909232691
27,E05000053,0.309334083540631
28,E05000054,0.31894583756223005
29,E05000055,0.3113872165567309
30,E05000056,0.3424513053232334
31,E05000057,0.3107918900203541
32,E05000058,0.30914731169148174
33,E05000059,0.3107582163953125
34,E05000060,0.2728115939699535
35,E05000061,0.31299923905724353
36,E05000062,0.3117391628262831
37,E05000063,0.3095775436500757
38,E05000064,0.44922759579929916
39,E05000065,0.15820689427495463
40,E05000066,0.30704673219836703
41,E05000067,0.0984529368549198
42,E05000068,0.31037014134014945
43,E05000069,0.0
44,E05000070,0.0
45,E05000071,0.3100343632011744
46,E05000072,0.3092415259832403
47,E05000073,0.15793840350409782
48,E05000074,0.3124226356152882
49,E05000075,0.3076926190739439
50,E05000076,0.15752318195808912
51,E05000077,0.3086674575444743
52,E05000078,0.3110991244226311
53,E05000079,0.11929774910322101
54,E05000080,0.30868466362911323
55,E05000081,0.31090059574766704
56,E05000082,0.30932787577691556
57,E05000083,0.0
58,E05000084,0.30672981687839873
59,E05000085,0.31047118217592945
60,E05000086,0.31130743381856163
61,E05000087,0.24292141128663136
62,E05000088,0.355289719191667
63,E05000089,0.2866750074350169
64,E05000090,0.31054000651448527
65,E05000091,0.31111086128779086
66,E05000092,0.41488372100000004
67,E05000093,0.31155173227551775
68,E05000094,0.3106966377745338
69,E05000095,0.34139534899999996
70,E05000096,0.31011775881790477
71,E05000097,0.36123679675237436
72,E05000098,0.311648741058981
73,E05000099,0.3097753537414586
74,E05000100,0.499534884
75,E05000101,0.3378823513073551
76,E05000102,0.30908379688716486
77,E05000103,0.4396477189437888
78,E05000104,0.194418605
79,E05000105,0.4293879821778344
80,E05000106,0.31138903297633896
81,E05000107,0.30949187251867155
82,E05000108,0.3120797115618112
83,E05000109,0.3103584443962998
84,E05000110,0.3101456039316766
85,E05000111,0.3094935891350044
86,E05000112,0.3095618545752193
87,E05000113,0.3066834482767557
88,E05000114,0.30653791514090584
89,E05000115,0.31038389423146756
90,E05000116,0.5138298166810973
91,E05000117,0.0
92,E05000118,0.3103252099056688
93,E05000119,0.3095075216722179
94,E05000120,0.3112486297288327
95,E05000121,0.15802493294366846
96,E05000122,0.3396458751795726
97,E05000123,0.46296032685585764
98,E05000124,0.423255814
99,E05000125,0.3423661531688601
100,E05000126,0.0
101,E05000127,0.3103535939571266
102,E05000128,0.310777538309385
103,E05000129,0.2130099305843884
104,E05000130,0.13693378625159772
105,E05000131,0.3201707431190212
106,E05000132,0.307346840646797
107,E05000133,0.25674418600000004
108,E05000134,0.31062759386877264
109,E05000135,0.321860465
110,E05000136,0.34312577585681836
111,E05000137,0.31350693831802284
112,E05000138,0.22727824593680812
113,E05000139,0.3082298401435179
114,E05000140,0.312105161396979
115,E05000141,0.30624080079073085
116,E05000142,0.299534884
117,E05000143,0.30814307117608686
118,E05000144,0.3094014507513694
119,E05000145,0.3101127087721812
120,E05000146,0.2055224094321189
121,E05000147,0.1578836514273407
122,E05000148,0.3084668529613867
123,E05000149,0.3082728753157703
124,E05000150,0.31156802017002516
125,E05000151,0.30843856871320413
126,E05000152,0.3309009525241173
127,E05000153,0.28293350241290094
128,E05000154,0.4937689591592403
129,E05000155,0.09817079299602002
130,E05000156,0.3116357267118991
131,E05000157,0.09909030053079732
132,E05000158,0.30786076763194686
133,E05000159,0.3111577688271198
134,E05000160,0.0
135,E05000161,0.45433939978947097
136,E05000162,0.3082175443800172
137,E05000163,0.2065975501941931
138,E05000164,0.30736925646239976
139,E05000165,0.31018384854672093
140,E05000166,0.3094406335172003
141,E05000167,0.157890957027083
142,E05000168,0.30913984640649916
143,E05000169,0.3113693717311309
144,E05000170,0.3711233890331308
145,E05000171,0.31186028408102695
146,E05000172,0.30899754689676473
147,E05000173,0.30779030651967826
148,E05000174,0.3103007181819426
149,E05000175,0.3086028848254406
150,E05000176,0.3105432800619108
151,E05000177,0.3110858106657237
152,E05000178,0.31278086949117606
153,E05000179,0.3072647624332989
154,E05000180,0.3070580898110811
155,E05000181,0.385581395
156,E05000182,0.3103704207893199
157,E05000183,0.355712246337418
158,E05000184,0.32758043767731476
159,E05000185,0.30804943574332433
160,E05000186,0.3123531126538062
161,E05000187,0.30967441270895374
162,E05000188,0.3368187278432353
163,E05000189,0.3251232012000599
164,E05000190,0.339069767
165,E05000191,0.3089209179420908
166,E05000192,0.34679390551103084
167,E05000193,0.46388809810181886
168,E05000194,0.38331128515401974
169,E05000195,0.309715591540288
170,E05000196,0.31102900264149813
171,E05000197,0.30841367777637724
172,E05000198,0.31184798831752625
173,E05000199,0.311020599205729
174,E05000200,0.5406684743048495
175,E05000201,0.308695242776281
176,E05000202,0.536590791930658
177,E05000203,0.417209302
178,E05000204,0.3074792995535999
179,E05000205,0.279534884
180,E05000206,0.31036299542564744
181,E05000207,0.505831342681278
182,E05000208,0.327180665678302
183,E05000209,0.394418605
184,E05000210,0.30789180645052405
185,E05000211,0.5316279070000001
186,E05000212,0.3099767567507475
187,E05000213,0.30960015907222876
188,E05000214,0.30930206664995713
189,E05000215,0.41883562220908765
190,E05000216,0.5315536008690017
191,E05000217,0.3116664661206508
192,E05000218,0.3705060059729419
193,E05000219,0.3072524467091432
194,E05000220,0.31015959635085516
195,E05000221,0.30973918503453773
196,E05000222,0.31165239385885213
