,region,Diabetes_100,Diabetes_101,Diabetes_102,Diabetes_103,Diabetes_104,Diabetes_105,Diabetes_106,Diabetes_107,Diabetes_108
98,721,0.5525686152770503,0.5707943681690889,0.5514706189983617,0.5342205681702441,0.6179820396727075,0.6234530711529384,0.6688540072573907,0.6312935350085233,0.578642873247313
99,722,0.5772357788123648,0.6025895888910606,0.6081299799674877,0.6481232933001931,0.4218317302694934,0.3638550121940497,0.38387221367368524,0.44384163885946043,0.4176338351590812
100,723,0.4054787039215572,0.5695766286632183,0.4999746462987421,0.533339886898667,0.6609309493305723,0.6935803496097751,0.661776575489819,0.6481232933001931,0.6010431976876913
101,724,0.7425618757265883,0.7613375389226608,0.8150337338316389,0.7517215168971907,0.5843428044266898,0.6460290395297487,0.6434557897535897,0.6269387924319431,0.5929252279049836
102,726,0.2603051275576591,0.19193610683684256,0.2954859914732332,0.2529954397657207,0.5635777328813579,0.45618718646335055,0.6062471638924657,0.5149131751304131,0.5983344971150013
103,728,0.7651217593261996,0.7329910525826508,0.7694145318900127,0.7561627607899999,0.8227603943040872,0.8428802548101184,0.8300566421658855,0.8368705348562472,0.83068801696648
104,729,0.6528436029188032,0.6664743989240973,0.6087496824068391,0.6430203115753794,0.0,0.0,0.0,0.0,0.0
105,730,0.5716979071328074,0.5766672720676793,0.5575369282722731,0.5648713336804653,0.7364925983156034,0.7489276745247322,0.7329910525826508,0.7035972627833963,0.738723007587648
106,731,0.5582266908534286,0.55993028496592,0.5619365028833605,0.5461785488819959,0.7431961907560307,0.7465119869169886,0.707532409610722,0.7327570414476332,0.7203529042090272
107,732,0.6739805069212925,0.6618967895780017,0.6595872850615124,0.6640359597445603,0.0,0.0,0.0,0.0,0.0
108,733,0.7159381797144305,0.7176596134096243,0.6494951602985554,0.6929685182018442,0.0,0.0,0.0,0.0,0.0
109,734,0.687191312350658,0.7208828485175058,0.7177960389460957,0.7153809146889462,0.39526590204846135,0.37976180029596485,0.4054787039215572,0.3754726181386439,0.4404977373707318
110,735,0.6977600901404037,0.7039900775086416,0.6899415550303398,0.7147502050271165,0.6892156224278242,0.6715050688885223,0.6711775567542637,0.6598329530518836,0.6700779283402999
111,736,0.5996981452927105,0.6014875031558261,0.5772357788123648,0.5941266513718297,0.7589414134702341,0.7561165506007527,0.7767299897043075,0.724642086366348,0.7460523843125508
112,737,0.7403090876556964,0.6987572576607792,0.7258430478838865,0.6797599802325573,0.5792001382727975,0.5869454790992377,0.6200234900000755,0.5846061841483222,0.587713075557908
113,738,0.538089128593581,0.5230949116102505,0.4867150297113053,0.5012076079424018,0.6888506427435012,0.6787524572012733,0.6527118251475064,0.7024093442041137,0.664972010870565
114,1101,0.3732559934584943,0.43098331659160466,0.44600954254719233,0.4271646856287842,0.4599813329660367,0.42845405885370386,0.43098331659160466,0.4102141243248991,0.42845405885370386
115,1102,0.447075884253355,0.4801124105181374,0.5005930536356827,0.46972010787276464,0.4599813329660367,0.4801124105181374,0.4808682429303815,0.49156126424510344,0.5116611559465536
116,1103,0.587967619304708,0.5054055030528141,0.5960190000060003,0.5728898932058569,0.5698824758761631,0.4845628938514617,0.5827475839888253,0.5851308430829307,0.5978757258361039
117,1104,0.6274511865564126,0.6554428481103105,0.6450362927884958,0.6789547868048234,0.6884843075140644,0.6793582051469185,0.6593410036672829,0.6525798710848242,0.6773244084100213
118,1105,0.6107876815017942,0.6379456493840349,0.6513842728444462,0.6286365219028646,0.6477079846986484,0.6428747238778859,0.6676147081231485,0.5819401935558871,0.6301398885574547
