year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var,RMSE_list,MAPE_list
2008-2012,0.16272256913001348,0.16695848130587673,1.9632898960277926e-05,"[0.16734626585542012, 0.16272256913001348, 0.1636694593158598, 0.1658481647918891, 0.17520594743620124]","[0.40989319859869866, 0.39729995380888217, 0.3978592213472001, 0.38962769243275286, 0.4475553935663925]"
2008-2012,0.12450891271362582,0.12732974023862323,1.6152004930678313e-05,,
2008-2012,0.39729995380888217,0.40844709195078527,0.00042441639411734,,
