year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var,RMSE_list,MAPE_list
2008-2009,0.16041083507602724,0.16714079170053261,3.2621935417202964e-05,"[0.16894497514513065, 0.16899766655590878, 0.16041083507602724, 0.16138122858131537, 0.1759692531442811]","[0.4410564201322928, 0.4441450065552931, 0.41180227372117734, 0.41858156671965047, 0.4650081559498108]"
2008-2009,0.12526046333885002,0.1318146660471354,1.7741316415692013e-05,,
2008-2009,0.41180227372117734,0.4361186846156449,0.00036444859455308555,,
