year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var,RMSE_list,MAPE_list
2008-2017,0.1849404375234267,0.1896611300642443,7.575180189468685e-06,"[0.19027701644712552, 0.19316410130426256, 0.19113672550103092, 0.1849404375234267, 0.18878736954537575]","[0.4034271099090301, 0.3968979840289701, 0.404331881058655, 0.3839102153554759, 0.399842248685405]"
2008-2017,0.13273459929639572,0.13879219957044525,1.4906395982376622e-05,,
2008-2017,0.3839102153554759,0.3976818878075072,5.4434122723786246e-05,,
