year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var,RMSE_list,MAPE_list
2008-2011,0.16335455320570824,0.16662227188522055,1.2425145571980658e-05,"[0.16335455320570824, 0.16145351210515735, 0.1689403447652258, 0.1702474956694912, 0.1691154536805201]","[0.38375876327892655, 0.386198320598795, 0.41745476793821723, 0.39898281067691144, 0.4266641673752699]"
2008-2011,0.12546203387050564,0.12749117179486216,1.1844427598081819e-05,,
2008-2011,0.38375876327892655,0.402611765973624,0.0002873677873462239,,
