year,Obesity Prevalence_min,Obesity Prevalence_mean,Obesity Prevalence_var,RMSE_list,MAPE_list
2008-2014,0.1699191918981769,0.17691982961745278,2.1824151021802397e-05,"[0.1699191918981769, 0.18257040325241253, 0.1743886328513163, 0.18152914832204348, 0.17619177176331474]","[0.4103821270722534, 0.3939145408623517, 0.40763029705153414, 0.4060003363952724, 0.41914440773143374]"
2008-2014,0.12674581585609038,0.1289001162106292,3.1104029243656996e-06,,
2008-2014,0.4103821270722534,0.4074143418225691,6.613857389787602e-05,,
